Date,Category,Assets,Nonfinancial assets,Real estate,Consumer durables,Financial assets,Deposits,Money market fund shares,Debt securities,U.S. government and municipal securities,Corporate and foreign bonds,Loans (Assets),Other loans and advances (Assets),Mortgages,Corporate equities and mutual fund shares,Life insurance reserves,Annuities,DC pension entitlements,DB pension entitlements,Miscellaneous other equity,Miscellaneous assets,Liabilities,Loans (Liabilities),Home mortgages,Consumer credit,Depository institutions loans n.e.c.,Other loans and advances (Liabilities),Deferred and unpaid life insurance premiums,Net worth,Household count
2005:Q1,age55to69,24241996,7522288,6368269,1154020,16719708,1531020,453355,931379,759724,171656,373485,321151,52334,3844357,349482,524978,1333197,4632754,2552042,193660,2227047,2219870,1603372,413273,-6250,209475,7177,22014949,23899061
2005:Q1,age40to54,22616014,9093274,7731847,1361427,13522739,1274036,348558,549381,426649,122731,221636,207922,13714,3141048,393629,560328,1466471,2812240,2525407,230004,4589304,4580824,3704519,793418,-5872,88760,8479,18026710,35651426
2005:Q1,ageunder40,7317618,4369434,3547092,822341,2948184,512204,68872,74744,45269,29476,38283,35830,2453,551423,149434,49725,346691,244772,783906,128129,3392489,3389174,2506856,869655,-2158,14822,3314,3925129,35817420
2005:Q2,age70plus,12436236,4261504,3642720,618784,8174732,1406748,288539,827079,666617,160461,288020,234207,53813,2113006,234701,30160,132857,1566708,1156579,130336,502180,497235,261549,125286,-2853,113253,4945,11934056,17652653
2005:Q2,age55to69,25076452,7816366,6639621,1176745,17260086,1569802,447240,988502,804629,183873,380651,327466,53185,3994307,356278,537717,1397888,4694217,2694549,198936,2345725,2338239,1704794,427769,-3874,209551,7486,22730727,24192370
2005:Q2,age40to54,23084443,9250223,7881220,1369003,13834220,1300160,339138,591691,458559,133132,227016,212789,14227,3203674,394650,576726,1505193,2883728,2581835,230409,4683157,4674474,3790530,800166,-3748,87526,8683,18401286,35711698
2005:Q2,ageunder40,7517609,4524563,3670736,853828,2993046,511181,67110,70471,42080,28391,38440,35599,2841,562138,150613,51405,349641,251747,811102,129197,3498172,3494811,2602983,879168,-1439,14099,3360,4019437,35856213
2005:Q3,age70plus,12662303,4360522,3753399,607124,8301780,1413996,291505,751216,637366,113849,275416,221690,53726,2245127,235292,29127,134310,1549188,1238157,138448,511673,507113,268554,123583,-2615,117592,4559,12150630,17671423
2005:Q3,age55to69,25931141,8116261,6913733,1202528,17814880,1620511,458646,894623,756393,138230,386331,332886,53445,4242774,366711,544365,1483062,4751974,2856637,209246,2471680,2464301,1809053,446816,-3783,212215,7379,23459461,24477923
2005:Q3,age40to54,23700284,9516537,8132722,1383815,14183746,1339607,340489,551980,453399,98581,232353,217443,14910,3328025,398659,588624,1566556,2954779,2647407,235268,4784653,4776225,3879416,813990,-3697,86517,8427,18915631,35779102
2005:Q3,ageunder40,7769913,4676629,3812181,864448,3093284,516948,67624,80831,48562,32270,37719,34535,3184,590485,152201,52495,357323,258384,846139,133135,3609930,3606561,2700417,893996,-1479,13626,3369,4159983,35883997
2005:Q4,age70plus,12812928,4437843,3840402,597442,8375085,1413400,307236,771796,631260,140536,264515,211636,52880,2267177,232708,28374,133963,1531652,1276080,148183,515661,511374,276601,122012,-1309,114071,4287,12297267,17684616
2005:Q4,age55to69,26679899,8394506,7164029,1230478,18285393,1662750,493108,916193,747799,168395,391638,338751,52887,4344491,373572,554562,1558492,4809554,2959965,221066,2575458,2568102,1904847,464775,-2031,200512,7355,24104441,24754630
2005:Q4,age40to54,24239990,9757859,8356784,1401075,14482131,1370445,355149,586939,464113,122826,238239,222418,15821,3357765,399931,603426,1616176,3027574,2685116,241371,4873937,4865666,3956383,826845,-2042,84481,8270,19366054,35851720
2005:Q4,ageunder40,7932879,4807726,3930450,877276,3125153,517214,70989,81801,50793,31008,37335,33878,3457,591178,153298,53914,362153,265129,854312,137830,3703640,3700256,2782394,906924,-851,11789,3384,4229239,35900309
2006:Q1,age70plus,13241720,4473410,3877389,596021,8768310,1444674,306504,782923,649721,133202,263700,213053,50648,2656090,206796,27811,132903,1516158,1282541,148209,539582,535333,292268,118724,1001,123340,4249,12702139,17693838
2006:Q1,age55to69,27680146,8484029,7233333,1250696,19196117,1747395,498567,944016,781145,162870,397352,346539,50813,4942209,353103,567206,1630410,4871843,3019410,224607,2700748,2693233,2003283,476324,1679,211947,7515,24979398,25021403
2006:Q1,age40to54,24779855,9720718,8313309,1407409,15059137,1447164,352572,613253,493768,119485,245381,228253,17128,3690958,380118,620259,1661425,3105021,2702675,240312,4978651,4970333,4053518,830904,1776,84135,8318,19801204,35927637
2006:Q1,ageunder40,8097999,4857288,3950603,906685,3240711,542521,70641,80710,48936,31774,38644,35049,3595,682337,151012,55555,365792,272575,843188,137736,3797424,3794010,2869457,911633,769,12151,3414,4300575,35904687
2006:Q2,age70plus,13157917,4501778,3915625,586153,8656139,1438758,314582,781544,614148,167396,269665,222358,47307,2524512,202711,26321,123069,1497431,1329311,148236,548833,544629,298658,113668,2569,129733,4204,12609083,17700697
2006:Q2,age55to69,27978445,8649229,7370755,1278474,19329215,1785053,520186,922202,721330,200872,403033,355554,47479,4839613,357783,567181,1645967,4924282,3135830,228085,2829679,2822010,2113743,485414,4727,218127,7669,25148766,25277151
2006:Q2,age40to54,24998460,9868178,8442959,1425219,15130282,1474175,359011,631993,481219,150774,253347,234631,18716,3594355,380102,627665,1644790,3178353,2747221,239270,5075617,5067256,4145080,833528,5245,83402,8361,19922843,36004934
2006:Q2,ageunder40,8162254,4944540,4025157,919383,3217714,539349,72237,83606,55788,27817,41093,37476,3617,644426,151794,56003,355854,279006,856746,137601,3902488,3899046,2967681,917001,2355,12010,3442,4259767,35896668
2006:Q3,age70plus,13252713,4501235,3925720,575515,8751478,1437912,329476,761958,620651,141306,251044,207913,43132,2613642,205270,25677,121906,1482199,1374454,147938,555673,551556,300479,112122,3249,135706,4117,12697040,17706800
2006:Q3,age55to69,28648362,8785614,7477982,1307631,19862749,1829809,554905,908560,732826,175734,403701,360544,43157,5034058,370271,578312,1717616,4984251,3250077,231188,2953197,2945413,2212801,502467,6679,223467,7784,25695165,25520786
2006:Q3,age40to54,25457410,9998074,8552867,1445208,15459336,1509459,372212,633612,501781,131831,260105,239646,20460,3677495,386149,643701,1689789,3257920,2790911,237982,5163342,5154976,4207941,856717,7721,82598,8366,20294068,36081695
2006:Q3,ageunder40,8269257,5003078,4073154,929924,3266179,540245,75307,87389,56053,31336,39699,36154,3544,660606,153476,57489,359106,286487,869115,137261,4003218,3999752,3044237,940136,3592,11787,3466,4266039,35875788
2006:Q4,age70plus,13457502,4492926,3926345,566582,8964576,1437773,351143,699566,565502,134063,239207,199050,40157,2860467,210484,25232,125172,1469138,1393626,152767,574681,570611,305336,111039,5239,148997,4070,12882822,17713753
2006:Q4,age55to69,29421002,8872194,7543265,1328929,20548808,1875776,603138,811740,641860,169880,406423,366374,40049,5442052,385923,591988,1819075,5047808,3326132,238753,3067992,3060062,2286945,518117,12319,242680,7930,26353009,25751219
2006:Q4,age40to54,25922893,10013102,8557166,1455935,15909791,1546747,391933,598041,469697,128345,266947,245084,21863,3884069,394584,661798,1766617,3341251,2817316,240487,5221710,5213304,4241944,873091,15536,82733,8406,20701183,36156003
2006:Q4,ageunder40,8385778,5031204,4084391,946812,3354575,541729,79815,95921,63816,32105,39301,35718,3583,714884,155463,59202,368961,294551,865379,139368,4062203,4058712,3083961,954468,7442,12841,3491,4323575,35841585
2007:Q1,age70plus,13652095,4469672,3906318,563353,9182423,1464897,361708,732403,588088,144315,240256,202724,37532,3032902,210235,24102,121171,1453848,1387021,153880,586013,581853,321909,104889,3342,151713,4159,13066082,17723165
2007:Q1,age55to69,30029361,8849138,7503047,1346090,21180223,1959367,630766,860340,677374,182966,411329,374082,37247,5747573,394888,595770,1872162,5102421,3362697,242911,3136147,3127960,2362468,514470,9384,241638,8186,26893214,25967361
2007:Q1,age40to54,26199446,9880671,8419804,1460867,16318775,1624700,399976,643583,503464,140119,274408,251254,23154,4027062,397965,672604,1791345,3420911,2826044,240178,5276755,5268192,4306085,868896,11765,81445,8563,20922690,36225940
2007:Q1,ageunder40,8413666,5010452,4036130,974321,3403214,565350,81792,93869,62650,31218,40903,37255,3648,750133,156593,59998,367527,301753,845705,139592,4104107,4100583,3130771,951917,5867,12029,3524,4309559,35793596
2007:Q2,age70plus,13759219,4456820,3899181,557639,9302399,1444335,375051,697833,586974,110859,266755,232061,34693,3123933,214201,24071,124740,1457277,1413044,161159,610393,606324,330474,103601,2599,169649,4069,13148825,17736642
2007:Q2,age55to69,30524529,8855703,7488542,1367161,21668826,1976946,663919,821055,673886,147169,419728,385588,34141,5940311,408811,614761,1976114,5149423,3445253,252503,3261012,3252723,2444048,529499,9258,269919,8289,27263517,26168122
2007:Q2,age40to54,26453808,9825820,8354350,1471470,16627988,1633407,410393,629265,516690,112575,283133,258691,24442,4103591,405076,694947,1870165,3497597,2856030,244383,5342854,5334292,4358494,881682,11957,82159,8562,21110954,36289589
2007:Q2,ageunder40,8457241,5009045,4013694,995351,3448196,549994,84301,97370,63926,33444,46482,42802,3681,764729,158234,62182,377388,319313,845472,142730,4166924,4163381,3181130,962184,6185,13883,3543,4290317,35731358
2007:Q3,age70plus,13916488,4410957,3863383,547574,9505531,1436685,423834,834083,628516,205567,271809,239333,32475,3139714,213886,23263,121899,1459438,1415941,164980,601422,597282,331537,104043,2593,159110,4139,13315067,17755792
2007:Q3,age55to69,31071374,8832832,7444896,1387936,22238542,2011479,767277,993440,741695,251745,424992,393342,31650,6027163,417268,622319,2036222,5188591,3490952,258837,3345271,3336750,2531629,549448,13281,242392,8521,27726103,26352413
2007:Q3,age40to54,26796648,9793962,8310645,1483318,17002686,1660990,455586,770096,570250,199846,290497,264912,25585,4119857,408131,708852,1902520,3570748,2869492,245917,5418039,5409342,4399343,912270,18704,79025,8697,21378609,36345033
2007:Q3,ageunder40,8403715,4965017,3955903,1009115,3438698,544802,94453,79800,59585,20215,48622,44852,3770,760285,159187,63315,377305,336022,830815,144091,4248814,4245243,3234820,989790,9938,10694,3571,4154901,35654407
2007:Q4,age70plus,13888340,4402994,3833122,569872,9485346,1475892,460658,828138,613152,214987,338975,306864,32111,2950505,214628,23580,127984,1480971,1411595,172421,620910,616762,348340,108619,3486,156317,4149,13267430,17781908
2007:Q4,age55to69,31067165,8846222,7446166,1400056,22220943,2087166,856493,1001391,733900,267491,468461,438054,30407,5732741,421629,629475,2008117,5299184,3450084,266203,3408228,3399675,2573337,562406,16088,247844,8553,27658937,26519950
2007:Q4,age40to54,26386612,9636069,8144579,1491490,16750543,1718054,491182,761609,552273,209335,278446,253962,24484,3933977,411579,699394,1862716,3546441,2797585,249560,5515176,5506463,4462113,937205,20345,86800,8712,20871436,36390681
2007:Q4,ageunder40,8202273,4833515,3820145,1013370,3368758,560195,98995,81679,65189,16490,59626,56038,3588,697918,158446,63270,368382,340052,795511,144685,4245746,4242230,3218350,1001247,10662,11972,3515,3956527,35562983
2008:Q1,age70plus,13609334,4312754,3723566,589188,9296580,1518466,508422,846776,626424,220351,393649,361595,32053,2675605,210703,22380,122777,1500494,1319387,177921,647516,642873,368532,108004,4617,161720,4643,12961817,17815031
2008:Q1,age55to69,30598536,8708919,7291010,1417909,21889617,2166389,967725,1054635,775578,279057,510500,481008,29493,5310633,419886,614436,1901322,5400439,3272029,271623,3454911,3445923,2602097,554766,19701,269358,8989,27143625,26673673
2008:Q1,age40to54,25728808,9432626,7925204,1507422,16296182,1778895,537237,776344,561134,215211,267485,244142,23343,3677395,410598,673585,1742458,3517051,2663511,251622,5585534,5576389,4516059,942054,22724,95552,9145,20143274,36426252
2008:Q1,ageunder40,7832641,4627256,3618397,1008858,3205386,577624,105759,80412,66756,13656,68543,65100,3442,615607,157010,61255,342807,343114,709007,144247,4213732,4210244,3186664,997184,11727,14668,3488,3618909,35460123
2008:Q2,age70plus,13422386,4224437,3624476,599961,9197949,1492173,488998,865156,655507,209649,377357,340841,36516,2572667,212718,22189,132477,1524910,1327332,181972,676267,671465,413739,113547,3991,140188,4802,12746119,17854887
2008:Q2,age55to69,30421736,8578277,7144579,1433698,21843459,2145749,942897,1121467,848029,273438,542797,509335,33462,5120655,425264,613722,1897999,5512362,3244982,275566,3399680,3390543,2579308,557750,15944,237542,9136,27022057,26817324
2008:Q2,age40to54,25299794,9303441,7780152,1523289,15996352,1735391,516471,791415,584366,207049,251820,230296,21524,3552251,414838,657991,1730401,3493671,2599626,252478,5646604,5637324,4564453,956000,15581,101291,9280,19653189,36451790
2008:Q2,ageunder40,7530549,4442129,3450336,991794,3088419,538115,98161,81045,65849,15197,66121,62341,3780,575018,156342,60540,339791,347406,682835,143045,4118146,4114707,3100842,993157,8033,12675,3439,3412403,35349570
2008:Q3,age70plus,13018168,4176516,3559432,617084,8841652,1526580,486734,926928,689571,237356,353793,312036,41758,2163405,211158,21497,123698,1546454,1292084,189321,696632,691877,410728,114065,7523,159561,4756,12321535,17901203
2008:Q3,age55to69,29784110,8471815,7028599,1443216,21312294,2210922,951772,1243328,934355,308974,572440,534188,38252,4490888,426004,605712,1765371,5613828,3149621,282408,3487784,3478676,2605760,557690,28712,286513,9108,26296326,26954649
2008:Q3,age40to54,24519687,9106230,7575797,1530433,15413457,1781241,512401,843669,611674,231995,235593,216224,19368,3177403,415655,636947,1586559,3463877,2504511,255602,5675789,5666554,4555248,971498,28434,111374,9235,18843898,36467338
2008:Q3,ageunder40,7152278,4264583,3277582,987000,2887695,547662,94309,69234,63434,5800,62485,58298,4187,463485,155169,59202,309736,350537,632548,143328,4090286,4086909,3054427,1000560,14194,17728,3378,3061991,35235064
2008:Q4,age70plus,12294570,4124044,3497732,626313,8170525,1584017,540836,990762,740385,250376,194813,150600,44213,1552621,207396,18599,102767,1562731,1219397,196589,639821,634452,416227,114776,8368,95081,5369,11654749,17953705
2008:Q4,age55to69,28774911,8378040,6938912,1439128,20396871,2308720,1075095,1392175,1063252,328923,563546,523562,39984,3543172,423861,566002,1542829,5698707,2993670,289093,3376649,3367017,2611025,555598,30615,169779,9632,25398262,27089390
2008:Q4,age40to54,23447894,8880068,7355906,1524162,14567826,1860009,563525,898113,654090,244023,208613,190898,17715,2611567,414319,593780,1354696,3423933,2380765,258505,5667519,5657770,4538178,976998,27490,115104,9749,17780375,36472940
2008:Q4,ageunder40,6688910,4079719,3103074,976644,2609191,575204,102158,56303,56158,145,38074,33781,4293,308640,153703,55152,262043,351829,562577,143508,4006816,4003464,2985020,996416,13564,8464,3352,2682094,35120346
2009:Q1,age70plus,11980438,4067552,3434461,633091,7912886,1571123,532498,1072795,764783,308012,140349,92484,47865,1344657,208986,18950,103762,1573425,1147971,198371,619240,614027,417216,108497,7383,80931,5214,11361197,18012121
2009:Q1,age55to69,28305415,8273722,6836592,1437129,20031693,2304453,1070630,1533511,1139606,393905,574075,531078,42996,3172829,428350,573360,1479392,5766797,2837596,290700,3364170,3354662,2642072,533556,26047,152988,9507,24941245,27225293
2009:Q1,age40to54,22762092,8675747,7155169,1520578,14086345,1832604,552832,963175,670950,292225,189244,173510,15734,2376154,417652,582920,1284686,3373491,2256302,257286,5653900,5644298,4541801,958777,20038,123683,9602,17108192,36468642
2009:Q1,ageunder40,6322317,3902347,2941090,961257,2419970,545776,97095,54024,54024,0,29735,25217,4517,249361,152960,55198,247734,351262,495701,141124,3945580,3942295,2947187,977313,9872,7924,3285,2376737,35009157
2009:Q2,age70plus,12210815,4007176,3367557,639619,8203639,1570860,503100,966861,660687,306174,142210,90801,51409,1805683,214482,22343,134177,1595030,1047144,201746,642879,638243,441837,108684,9272,78451,4636,11567936,18076175
2009:Q2,age55to69,28733682,8170886,6728497,1442389,20562797,2318110,1022296,1324492,925783,398709,599453,553577,45876,3814726,437746,623845,1630950,5865661,2631760,293757,3364637,3355611,2638806,525536,31775,159494,9026,25369046,27366101
2009:Q2,age40to54,22822967,8551615,7027090,1524524,14271352,1822917,521321,860231,568976,291255,176028,162300,13728,2737656,424296,599589,1427164,3338716,2106343,257090,5675513,5666419,4558283,952901,23173,132062,9094,17147454,36454488
2009:Q2,ageunder40,6223902,3763623,2821640,941983,2460279,526580,87946,78776,78776,0,30086,25362,4724,339698,152742,58871,276714,353926,415464,139476,3865744,3862546,2880155,961753,11212,9426,3198,2358159,34905236
2009:Q3,age70plus,12721421,3957630,3316003,641627,8763791,1568673,464150,1005894,732355,273539,147913,93064,54848,2289690,220722,26105,167438,1617871,1048630,206705,649021,644500,446815,109147,11613,76925,4521,12072399,18145596
2009:Q3,age55to69,29737329,8107240,6661535,1445705,21630089,2328994,953556,1472251,1100556,371695,625544,576909,48635,4467483,448156,678472,1796013,5968783,2592538,298300,3389707,3380771,2651801,522181,38815,167974,8937,26347622,27515558
2009:Q3,age40to54,23137358,8470275,6943654,1526620,14667083,1809344,480400,892964,627973,264991,163863,152152,11711,3090395,431381,616446,1581417,3304254,2038723,257895,5682415,5673437,4543342,962588,27167,140339,8978,17454943,36430521
2009:Q3,ageunder40,6163977,3633527,2716213,917314,2530450,506009,77213,70117,70117,0,31006,26091,4915,433952,152644,62788,308212,356886,393066,138556,3813342,3810207,2821433,964795,12898,11080,3136,2350635,34812326
2009:Q4,age70plus,12864470,3985032,3323094,661938,8879438,1617968,443279,949753,713942,235811,143122,84726,58396,2402236,225282,28927,186360,1636304,1031927,214281,675589,671900,469558,110465,13315,78562,3688,12188881,18220110
2009:Q4,age55to69,30015968,8112722,6659734,1452988,21903245,2415499,921594,1412720,1075331,337389,646949,595436,51513,4579667,456610,719508,1859784,6060977,2524613,305325,3397009,3388771,2646162,516394,43547,182669,8237,26618959,27677408
2009:Q4,age40to54,22966814,8348062,6820453,1527609,14618752,1870009,457104,838649,604738,233910,150977,141345,9632,3131059,436755,622397,1633036,3261338,1957018,260412,5698959,5690706,4546406,967293,28663,148344,8254,17267854,36396785
2009:Q4,ageunder40,6076413,3531583,2613984,917598,2544831,525272,70341,77539,77539,0,30281,25168,5112,444827,152379,65487,319012,358495,362374,138824,3741999,3738962,2751465,960865,13408,13223,3038,2334414,34734166
2010:Q1,age70plus,13221011,3992876,3323677,669199,9228136,1613315,394055,1023701,753079,270622,139142,77894,61248,2614499,226562,31345,206447,1681880,1085231,211958,704876,700254,491981,107579,21712,78982,4622,12516136,18299443
2010:Q1,age55to69,30737007,8153521,6698636,1454886,22583486,2424111,830081,1568348,1186544,381804,667352,613704,53648,4835175,461168,754862,1931264,6233162,2574596,303366,3387089,3378042,2618711,494490,69712,195129,9047,27349918,27855395
2010:Q1,age40to54,23030785,8290626,6765869,1524757,14740159,1850453,406231,895849,632787,263062,138940,131190,7750,3247642,439048,622882,1690013,3258990,1934314,255795,5685571,5676556,4517504,950820,51882,156351,9015,17345214,36353326
2010:Q1,ageunder40,5992863,3428303,2526342,901962,2564560,502792,58423,73717,73717,0,29704,24465,5239,477393,151779,67654,331145,368233,369002,134718,3636313,3633278,2654562,940168,23397,15151,3035,2356550,34674498
2010:Q2,age70plus,13122950,4013408,3338666,674742,9109542,1609443,368697,1053110,809049,244061,139266,76009,63257,2361442,221475,31818,201691,1708981,1200984,212633,737842,732870,523020,109637,23827,76384,4973,12385108,18383323
2010:Q2,age55to69,30730225,8184810,6731810,1453000,22545415,2434947,787644,1710833,1351392,359441,688637,633746,54891,4430056,457995,764309,1838364,6398675,2729638,304317,3374223,3364858,2599335,488238,75260,202026,9365,27356003,28053264
2010:Q2,age40to54,22563095,8222474,6705438,1517036,14340621,1831204,378666,916256,675057,241200,128214,122077,6137,2997665,435638,606122,1584421,3247495,1961732,253208,5694242,5684966,4517417,950248,52816,164485,9276,16868853,36300187
2010:Q2,ageunder40,5818968,3344862,2458729,886133,2474106,481284,51392,64052,64052,0,29797,24515,5283,408948,150502,67682,310479,370445,407498,132028,3549015,3546013,2575533,930330,23537,16614,3002,2269953,34637062
2010:Q3,age70plus,13685740,4053735,3373465,680270,9632005,1628507,366152,1007627,829375,178252,142175,76774,65402,2757960,229251,35987,232133,1746521,1271230,214459,752521,748593,540866,112685,23460,71582,3927,12933219,18471475
2010:Q3,age55to69,31838005,8188236,6730955,1457282,23649768,2481128,793060,1716259,1429223,287036,711300,654985,56315,4954717,471363,823429,1980513,6599350,2812120,306529,3369360,3360859,2594277,488427,73104,205051,8501,28468645,28274757
2010:Q3,age40to54,22797079,8119521,6605160,1514361,14677558,1844017,373211,869361,684768,184593,118194,113703,4492,3254171,443245,616857,1705003,3250131,1952037,251330,5689605,5681221,4498264,964775,45414,172768,8383,17107474,36237413
2010:Q3,ageunder40,5849367,3249461,2381009,868453,2599906,477285,48710,75447,62809,12638,30307,24966,5341,480950,150896,71636,336197,375868,422680,129929,3483677,3480773,2505021,937839,20142,17772,2903,2365690,34625599
2010:Q4,age70plus,14164017,4020278,3331291,688987,10143739,1645666,404156,1074422,789007,285416,177420,115775,61645,3037542,232934,38654,250255,1790215,1276070,216405,770789,766126,537424,126057,22851,79794,4663,13393228,18563655
2010:Q4,age55to69,32564903,8172914,6708044,1464869,24391989,2462857,876446,1674924,1267395,407529,688868,634134,54734,5367569,483452,863940,2086825,6754572,2822426,310109,3407645,3398314,2574652,530005,75145,218512,9331,29157258,28522414
2010:Q4,age40to54,23054893,7957588,6456262,1501326,15097305,1803081,388675,875701,618183,257519,127484,119692,7792,3462852,441186,634551,1813906,3281648,2017830,250393,5639432,5630506,4407935,1009548,46014,167008,8926,17415460,36165285
2010:Q4,ageunder40,5948736,3205864,2325544,880320,2742872,483170,54164,76811,76811,0,29631,23775,5855,555224,150518,75179,363968,385643,437852,130712,3468285,3465336,2444669,981200,20765,18702,2948,2480451,34642478
2011:Q1,age70plus,14504683,3997478,3298912,698566,10507205,1711432,396863,1078189,818164,260025,199912,140111,59800,3282268,238698,38757,264117,1809295,1269613,218061,794625,789883,550843,125004,20983,93053,4742,13710057,18659735
2011:Q1,age55to69,33053701,8101637,6619047,1482589,24952064,2515824,864342,1667769,1292708,375061,663100,608074,55026,5733291,498631,871145,2164833,6843758,2815729,313643,3420299,3410688,2573498,522109,73042,242039,9611,29633401,28793941
2011:Q1,age40to54,23150618,7789449,6292458,1496991,15361169,1828513,361867,833232,611451,221781,134020,123747,10273,3637995,440706,632411,1893815,3274100,2075344,249166,5589871,5580945,4379793,997335,42566,161252,8926,17560747,36085030
2011:Q1,ageunder40,6050925,3169660,2279543,890117,2881264,525543,51656,73177,73177,0,27219,20753,6466,623005,150473,76078,386533,388312,447825,131441,3446508,3443545,2419654,983861,19646,20383,2963,2604417,34684584
2011:Q2,age70plus,14725239,4046244,3331654,714590,10678995,1767551,394990,1153629,834448,319181,245533,187669,57864,3260220,243791,39262,266172,1826265,1261966,219617,799957,795098,553317,128431,18347,95004,4859,13925282,18759617
2011:Q2,age55to69,33250520,8110871,6613831,1497040,25139649,2553690,864108,1722021,1285936,436085,651965,596919,55046,5727612,513376,884231,2166596,6930648,2808134,317268,3436255,3426323,2580384,534128,67777,244034,9932,29814264,29085844
2011:Q2,age40to54,23040836,7645018,6158437,1486580,15395818,1837407,341200,843804,594258,249546,143279,130690,12588,3615726,439468,633110,1899534,3262053,2132444,247794,5529624,5520673,4331543,996430,36619,156081,8951,17511211,35998114
2011:Q2,ageunder40,6133736,3186004,2275141,910863,2947732,560822,50208,72458,72458,0,28355,21361,6994,633415,150413,77431,394319,390476,457650,132185,3430283,3427303,2395425,994088,17378,20412,2980,2703453,34747433
2011:Q3,age70plus,14290713,4021797,3306680,715117,10268916,1828058,392398,1284180,915715,368466,265076,208154,56922,2653627,245832,37055,239030,1832873,1264255,226532,807020,802686,559019,132798,18320,92550,4333,13483693,18863201
2011:Q3,age55to69,32517212,8113582,6592938,1520644,24403630,2596803,862565,1922305,1437468,484837,629364,573338,56026,4893137,524578,861250,1979799,6990341,2817406,326082,3452230,3442524,2586294,546578,72154,237498,9705,29064982,29394624
2011:Q3,age40to54,22438688,7602874,6115073,1487801,14835813,1849619,320939,889576,622016,267560,148559,134043,14516,3169486,435535,613481,1727282,3233569,2197813,249956,5493189,5484725,4288190,1006501,38984,151050,8464,16945499,35906003
2011:Q3,ageunder40,6020264,3183811,2276744,907066,2836453,599568,48727,56126,56126,0,25948,18380,7569,516935,150049,76000,365123,389693,473003,135280,3430171,3427201,2372267,1016298,18834,19803,2970,2590092,34826537
2011:Q4,age70plus,14659431,4042320,3320662,721658,10617111,1890731,402160,1299096,920917,378179,257989,202620,55369,2847495,255140,38610,255365,1854283,1280478,235764,804235,799994,557531,137686,18427,86350,4242,13855195,18970388
2011:Q4,age55to69,33117081,8115705,6584046,1531659,25001375,2641557,887953,1891698,1399570,492128,593408,537213,56195,5196842,545403,889157,2073203,7095252,2849668,337234,3479554,3469697,2603254,565152,77732,223559,9857,29637526,29716783
2011:Q4,age40to54,22564304,7445816,5971455,1474361,15118487,1862049,312138,853187,595335,257852,149916,133484,16432,3307865,437458,621743,1820045,3226042,2274514,253531,5451119,5442796,4238800,1015440,42336,146219,8324,17113185,35810160
2011:Q4,ageunder40,6160048,3166778,2249803,916976,2993270,640072,49365,58958,58958,0,20309,12288,8022,575033,150534,78489,391872,393251,496007,139379,3436524,3433544,2356148,1037947,20793,18655,2980,2723524,34917410
2012:Q1,age70plus,15241494,4088246,3351350,736896,11153248,1936630,390850,1300140,897500,402640,279578,227543,52035,3291908,255523,42147,279799,1878949,1263636,234089,827839,822985,571829,138113,16706,96337,4854,14413654,19081079
2012:Q1,age55to69,33980442,8114185,6570384,1543801,25866257,2659659,867673,1814282,1299379,514902,573700,519507,54193,5857307,554997,944350,2216906,7211229,2827973,338182,3482778,3472148,2594510,560540,75652,241446,10631,30497664,30048825
2012:Q1,age40to54,22804000,7252712,5793014,1459698,15551289,1848813,286480,810269,552461,257807,155563,137104,18459,3616457,431947,644148,1958637,3222314,2326865,249795,5390015,5381283,4197437,1003957,39089,140801,8732,17413985,35712051
2012:Q1,ageunder40,6350694,3160677,2222157,938521,3190017,667370,46584,67625,67625,0,18746,10542,8204,688749,150018,83019,429033,397721,502348,138802,3407571,3404549,2322536,1042431,19719,19863,3023,2943123,35015568
2012:Q2,age70plus,15287972,4132033,3394298,737734,11155939,1965758,382425,1377958,990692,387266,306843,258166,48677,3149984,248238,40289,275469,1891671,1283733,233571,833773,828291,573554,143098,15600,96038,5482,14454199,19195175
2012:Q2,age55to69,34067196,8202539,6642186,1560353,25864657,2650599,853419,1963060,1466552,496508,558298,506301,51997,5684276,554760,926453,2174810,7292701,2866050,340232,3506298,3494874,2602345,577245,76232,239051,11424,30560898,30387252
2012:Q2,age40to54,22651498,7262666,5810351,1452315,15388832,1810546,264546,812883,579636,233247,161779,141558,20221,3510950,420252,627131,1925180,3200577,2408167,246821,5336791,5327651,4144540,1009194,38137,135781,9140,17314708,35613141
2012:Q2,ageunder40,6407009,3213725,2275164,938562,3193284,681100,44379,49223,49223,0,17976,9659,8316,674463,148647,81995,429887,398655,528239,138720,3401568,3398504,2298299,1060931,19701,19572,3064,3005441,35116523
2012:Q3,age70plus,15799837,4195298,3455086,740212,11604539,2000481,396597,1448761,996316,452445,324212,278437,45775,3381892,251564,41888,290281,1911894,1322624,234345,830525,824959,563587,147081,14518,99773,5566,14969311,19312577
2012:Q3,age55to69,34900841,8340754,6764959,1575795,26560087,2646945,888724,1991729,1430312,561418,538760,488592,50168,6042943,568348,955686,2253569,7396048,2933841,343494,3559929,3548182,2629867,596679,76965,244672,11747,31340911,30728567
2012:Q3,age40to54,22936982,7263756,5820274,1443482,15673226,1777951,261162,812001,554715,257286,166070,144382,21687,3662265,417103,635060,2003662,3189150,2504116,244686,5282467,5273342,4085946,1019356,37314,130726,9125,17654515,35514895
